actividad_de_mayor_tiempo_sp,actividad_pagada_sp,trabajo_externo_por_ingresos_sp,trabajo_sin_pago_sp,disponibilidad_posible_trabajo_sp,cotiza_fondo_de_pensiones,actividad_dedicada_del_negocio,trabajo_sk
Trabajando,,,,,No,ESTILISTA CORTAR LAVAR PINTAR PEINAR CABELLOS,60048
Trabajando,,,,,No,COTERO CARGA Y DESCARGA DE VIVERES ALIMENTOS PURINA,60049
Trabajando,,,,,Sí,AL SERVICIO DE PLOMERIA,60050
Trabajando,,,,,No,AL CULTIVO DE FRESA,60051
Trabajando,,,,,No,COMERCIALIZACION DE PEZCADO,60052
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA CULTIVOS DE PLATANO CACAO YUCA,60053
Trabajando,,,,,No,AL CULTIVO DE CEBOLLA,60054
Trabajando,,,,,No,FLORES,60055
Oficios del hogar,No,Sí,,,No,VENDE EMPANADAS,60056
Trabajando,,,,,Sí,CULTIVAR Y COMERCIALIZAR TOMATES,60057
Trabajando,,,,,No,AL CULTIVO DE CEBOLLA DE RAMA,60058
Trabajando,,,,,No,VENTA DE TOMATE DE ARBOL Y ARRACACHA,60059
Trabajando,,,,,No,AEROPUERTO  VUELOS NACIONALES,60060
Trabajando,,,,,No,SERVICIO DE TRANSPORTE DE CARGA LIQUIDA,60061
Trabajando,,,,,No,CARPINTERIA  VENTA Y HECHURA AL POR MENOR Y DETAL CAMAS MESAS MUEBLES,60062
Trabajando,,,,,Sí,CONSTRUCCION DE INTERIORES CASAS APARTAMENTOS,60063
Estudiando,Sí,,,,No,REDACTAR TEXTOS A LOS ESTUDIANTES DE BASICA SECUNDARIA,60064
Trabajando,,,,,No,RECICLAR PLASTICO,60065
Trabajando,,,,,No,SIEMBRA DE CULTIVOS AGRICOLAS Y AGRICULTURA GANADERIA,60066
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA CULTIVOS DE PLATANO Y CACAO,60067
Trabajando,,,,,No,PRESTA SERVICIOS DE URGENCIAS ALA COMUNIDAD,60068
Trabajando,,,,,Sí,ACTIVIDADES DE GANADERIA PROCESAR LECHE,60069
Trabajando,,,,,No,TRANSPORTE URBANO RURAL ESCOLAR,60070
Trabajando,,,,,No,TRANSPORTE INTERMUNICIPAL URBANO RURAL,60071
Trabajando,,,,,Sí,CONFECCIONAN ROPA DE HOMBRE Y DAMA,60072
Trabajando,,,,,Sí,COSTRUCCION DE OBRA,60073
Trabajando,,,,,Sí,VENDEN ALIMENTOS,60074
Trabajando,,,,,Sí,ARREGLAR CASA Y CUIDAR NINOS,60075
Trabajando,,,,,Sí,MONTAR ESTRUCTURAS DE ALTURAS,60076
Trabajando,,,,,Sí,BRINDARLE SEGURIDAD A LOS CIUDADANOS,60077
Trabajando,,,,,Sí,SERVICIOS DE OFICIOS VARIOS,60078
Trabajando,,,,,No,SERVICIOS VARIOS COMO CARGA DE MATERIALES,60079
Trabajando,,,,,Ya es pensionado,SERVICIO DE CELADURIA EN CALLE,60080
Trabajando,,,,,No,COMERCIALIZACION PRODUCTOS POR CATALOGO,60081
Trabajando,,,,,No,CORTAR CESPED Y TALA DE ARBOLES,60082
Trabajando,,,,,No,PROTECCION Y BIENESTAR A MENORES DE EDAD,60083
Trabajando,,,,,Sí,CARGAR MADERA Y SACARLA DEL RIO,60084
Trabajando,,,,,No,A LA VENTA DE CARNES,60085
Oficios del hogar,Sí,,,,No,VENDER CONFITES Y GASEOSAS,60086
Trabajando,,,,,No,AL TRANSPORTE DE MERCANCIAS,60087
Oficios del hogar,Sí,,,,No,VENTA DIRECTA  DE ARTICULOS DE BELLEZA Y PRODUCTOS RELACIONADOS,60088
Trabajando,,,,,Sí,SE DEDICA Y ESPECIALIZA EMPANQUES ACCESORIOS Y OTROS ARTICULOS DE MADERA DE FORMA INDUSTRIAL,60089
Trabajando,,,,,No,CASAFINCA,60090
Trabajando,,,,,No,TRANSPORTE INTERMUNICIPAL DE CARGA,60091
Oficios del hogar,No,Sí,,,No,VENDER PRODUCTOS PARA EL HOGAR BELLEZA Y MODA,60092
Trabajando,,,,,Sí,ACTIVIDADES DE COSNTRUCCION,60093
Trabajando,,,,,No,PROFESOR DE MUSICA,60094
Trabajando,,,,,No,JORNAL DE CUIDADO DE GANADO Y ORDENADO DE VACAS,60095
Oficios del hogar,Sí,,,,No,ELABORAR Y COMERCIALIZAR YOGURT GRIEGO,60096
Trabajando,,,,,Ya es pensionado,PREPARACION  YOGURT GRIEGO Y PREPARACION DE SALSAS,60097
Trabajando,,,,,No,A LA FABRICACION DE MUEBLES,60098
Trabajando,,,,,No,CONSTRUCCION INDEPENDIENTE,60099
Oficios del hogar,Sí,,,,No,INSTALAR Y MANTENER REDES ELECTRICAS,60100
Trabajando,,,,,No,MANTENIMIENTO Y REPARACION DE NEVERAS Y LAVADORAS,60101
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA CULTIVOS DE YUCA PLATANO CACAO,60102
Trabajando,,,,,Sí,INSTALACION Y MANTENIMIENTO DE FIBRA OPTICA,60103
Trabajando,,,,,No,SERVICIO DE GUADANAR Y FUMIGAR,60104
Trabajando,,,,,No,VENTA AL POR MAYOR DE MADERA MUEBLES COMO MESAS Y PUERTAS,60105
Trabajando,,,,,No,AL CULTIVO DE LECHUGA,60106
Trabajando,,,,,No,CUIDAR UNA ADULTA MAYOR,60107
Trabajando,,,,,No,CORTE PLANCHADO MANICURE Y PEDICURE,60108
Trabajando,,,,,Sí,VENDER FRUTAS VERDURAS Y ABARROTES,60109
Trabajando,,,,,No,ACTIVIDADES DE AGRICULTURA CULTIVO DE PLATANOS,60110
Trabajando,,,,,No,PRODUCION DE PRODUCTOS AGROPECUARIOS PLATANA Y CACAO,60111
Buscando trabajo,Sí,,,,No,SIEMBRAS DE CULTIVO AGROPECUARIOS Y PISICULTURA,60112
Trabajando,,,,,No,VENTA AL POR MAYOR DE VIDRIOS,60113
Trabajando,,,,,No,SEMBRAR Y RECOLECTAR CAFE,60114
Trabajando,,,,,Sí,LE PRESTA SERVICIOS A MOVISTAR PARA ATENCION AL CLIENTE DE CHILE,60115
Trabajando,,,,,No,HACER REVOQUES EN LA CASAS,60116
Trabajando,,,,,No,REPARACION Y MANTENIMIENTO DE EQUIPOS DE REFRIGERACION NEVERAS,60117
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA CULTIVOS DE PLATANO Y CACAO GADANAR,60118
Trabajando,,,,,No,AL CULTIVO DE FLORES,60119
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA CULTIVOS DE PLATANO YUCA MAIZ,60120
Trabajando,,,,,No,PRESTA EL SERVICIO DE TRANSPORTE DE PASAJEROS EN VEHICULO PARTICULAR,60121
Trabajando,,,,,No,CULTIVOS AGROPECUARIOS PISCICULTURA,60122
Trabajando,,,,,No,RECOLECCION Y TRANSPORTE DE LECHE EN CRUDO PARA SU TRANSFORMACION,60123
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA CULTIVOS DE PLATANO Y CACAO GUADANAR,60124
Trabajando,,,,,No,GUADANAR CULTIVOS PARCELAS Y POTREROS,60125
Trabajando,,,,,No,ACTIVIDAD DE CULTIVOS AGRICOLAS CON EL FIN DE OBTENER PRODUCTOS DESTINADOS AL USO HUMANO,60126
Trabajando,,,,,No,OFICIOS  DOMESTICOS A VARIOS HOGARES,60127
Trabajando,,,,,No,PESCA DE MARISCOS,60128
Trabajando,,,,,No,ACTIVIDADES DE APOYO A LA AGRICULTURA Y A LA GANADERIA,60129
Trabajando,,,,,No,GUADANAR CULTIVOS POTREROS Y PARCELAS,60130
Trabajando,,,,,No,PREPARACION Y EXPENDIO DE COMIDAS PARA EL CONSUMO INMEDIATO Y BEBIDAS,60131
Trabajando,,,,,Sí,FABRICACION DE LOZA EN PORCELANA,60132
Trabajando,,,,,No,VENDER ROPA Y ACESORIOS  PARA EL CUERPO,60133
Trabajando,,,,,Sí,VENTA DE MOSTRADOR Y   VENTAS DE TODA LA CANASTA FAMILIAR,60134
Oficios del hogar,Sí,,,,No,CUIDAR UNA NINA,60135
Trabajando,,,,,Sí,MADERA,60136
Trabajando,,,,,Sí,A PRESTAR SERVICIO DE SEGURIDAD PRIVADA,60137
Trabajando,,,,,Sí,CONFECCION DE ROPA PARA DAMA CABALLERO Y NINOS,60138
Trabajando,,,,,No,PRODUCIR COMERCIALIZAR JUGOS DE PULPA DE FRUTAS NATURALES,60139
Trabajando,,,,,Sí,MEZCLAS DE FUNCIONALES DE SUPER ALIMENTOS,60140
Trabajando,,,,,No,VENTA DE MECATO Y GASEOSA,60141
Trabajando,,,,,No,LIMPIAR JARDINES  Y  VENDER ABONOS,60142
Trabajando,,,,,No,DISTRIBUCION Y VENTA DE ROPA PARA DAMA CABALLERO Y NINO,60143
Trabajando,,,,,No,HACER DOMICILIOS DE COMIDA,60144
Trabajando,,,,,No,FABRICACION Y REPARACION DE PUERTAS VENTANAS ESCALERAS Y MUEBLES EN MADERA,60145
Trabajando,,,,,No,VENTA DE MOSTRADOR,60146
Trabajando,,,,,No,PESCA Y COMERCIALIZACION DE CANGREJOS,60147
Trabajando,,,,,No,MANTENIMIENTO DE EAPACIOS PUBLICOS JARDINES PLOMERIA Y FONTANERIA,60148
Trabajando,,,,,No,CONSTRUCCION DE EDIFICACIONES  Y CONCRETO,60149
Trabajando,,,,,Sí,A LA PRODUCCION AGRICOLA,60150
Trabajando,,,,,No,DISENA FABRICA DISTRIBUYE COMERCIALIZA Y VENTA DE CALZADO,60151
Trabajando,,,,,Sí,SERVICIOS DE ELECTRICIDAD,60152
Trabajando,,,,,Sí,AUXLIAR DE CARGA,60153
Trabajando,,,,,Sí,PRESTA SERVICIOS DE OFTALMOLOGIA Y OPTOMETRIA,60154
Trabajando,,,,,No,COMPRA Y VENTA DE REPUESTOS PARA MOTOCICLETAS,60155
Trabajando,,,,,Sí,PRESTA SERVICIOS DE SALUD Y LABORATORIO CLINICO,60156
Trabajando,,,,,No,RECOGE  TRANSPORTA Y ENTREGA PRODUCTOS Y ALIMENTO A TRAVES DE APLICACIONES MOVILES,60157
Trabajando,,,,,No,CONSTRUCCION DE EDFICACION,60158
Trabajando,,,,,No,VENTA DE HERRAMIENTA PARA LA CONSTRUCCION,60159
Trabajando,,,,,No,SERVICIO DE VENTA DE COMIDAS PARA CONSUMIR DE INMEDIATO,60160
Trabajando,,,,,No,DISTRIBUCION DE MEDICAMENTOS E INSUMOS MEDICOS JERINGAS SUPLEMENTOS ALIMENTICIOS,60161
Trabajando,,,,,No,DISTRIBUCION DE MEDICAMENTOS E INSUMOS MEDICOS VENTA DE PRODUCTOS LIBRES DE RECETAS MEDICAS,60162
Trabajando,,,,,Sí,SERVICIO DE ALOJAMIENTO Y SERVICIOS ADICIONALES COMO RESTAURANTE PISCINA,60163
Trabajando,,,,,No,REALIZA RAMOS DE ROSA,60164
Buscando trabajo,Sí,,,,No,CORTE DE MADERA,60165
Trabajando,,,,,No,PODA PASTO EN PECEBRERAS,60166
Trabajando,,,,,Sí,ASEO A LOS HOSPITALES,60167
Trabajando,,,,,No,DESPINCHAR CARROS,60168
Trabajando,,,,,Sí,LIMPIEZA Y DESINFECCION DE ESPACIOS COMO  PISOS BANOS VENTANAS PAREDES Y TECHOS,60169
Trabajando,,,,,No,TRANSPORTE DE  PASAJEROS Y MENSAJERIA EXPRESS,60170
Trabajando,,,,,Sí,ACTIVIDADES Y JUEGOS DE AZAR  EN LOS QUE SE APUESTA DINERO CON EL FIN DE OBTENER RECOMPENSA MONETARIA,60171
Trabajando,,,,,Sí,PRODUCCION Y COMERCIALIZACION DE PASABOCAS Y DULCES AL POR MAYOR,60172
Trabajando,,,,,Sí,REALIZAR ACCIONES PARA EL BENEFICIO DE LA COMUNIDAD MEDIANTE DE SERVICIOS Y POLITICAS PUBLICAS,60173
Trabajando,,,,,Sí,GESTION Y ADMINISTRACION DE LA EDUCACION DE LA PRIMERA INFANCIA DE LOS DOS A CINCO ANOS,60174
Trabajando,,,,,No,MENSAJERIA ENTREGA DE PAQUETES MEDIANOS  Y SERVICIO DE TRASPORTE,60175
Trabajando,,,,,Sí,SERVICIO AL CLIENTE EN AREAS DE DIRECTV BANCOLOMBIA Y SURA,60176
Trabajando,,,,,Sí,VENTA DE ALIMENTOS TEXTILES ELECTRODOMESTICOS PRODUCTOS DE ASEO Y ABARROTES,60177
Trabajando,,,,,No,LABORAR EN EL CAMPO,60178
Trabajando,,,,,Sí,INSTALACION Y MANTENIMIENTO DE REDES ELECTRICAS,60179
Trabajando,,,,,Sí,ES UN ESPACIO DE COMUNICACION DE DENUNCIA Y DE DEBATE ALTERNATIVO INDEPENDIENTEMENTE,60180
Trabajando,,,,,No,VENTA DE VERDURAS Y FRUTAS AL DETAL A DOMICILIO,60181
Trabajando,,,,,No,AYUDAR EN OBRAS DE CONSTRUCCION,60182
Trabajando,,,,,No,PINTAR INTERIORES Y EXTERIORES,60183
Trabajando,,,,,No,SOLDADOR DE PUERTAS Y VENTANAS,60184
Trabajando,,,,,No,SOLDADURA DE PUERTAS Y VENTANAS,60185
Trabajando,,,,,No,COMPRA Y VENTA Y COMERCIALIZACION AL POR MAYOR Y AL DETAL DE ARTICULOS DE CACHARRERIA JUGUETES Y AFINES,60186
Trabajando,,,,,Sí,VIGILAN Y CONTROLAN LAS PENAS DE PERSONAS CONDENADAS,60187
Trabajando,,,,,No,PUERTAS VENTANAS EN ORNAMENTACION,60188
Oficios del hogar,Sí,,,,No,VENTA DE ARTICULOS Y DETALLES POR INTERNET,60189
Buscando trabajo,Sí,,,,No,VENDEDOR DE PLANTAS ORNAMENTALES Y MEDICINALES,60190
Oficios del hogar,Sí,,,,No,COSTURA DE PRENDAS DE VESTIR,60191
Trabajando,,,,,No,OBRAS DE COSTRUCCION COMO REPELLAR PONER PISOS PINTAR,60192
Trabajando,,,,,No,REPELLO PEGA DE LADRILLO PEGA DE BALDOSAS EN CASAS,60193
Trabajando,,,,,No,VENTA BOLETAS DE JUEGOS DE AZAR,60194
Trabajando,,,,,No,CONDUCTOR DE VEHICULO PARTICULAR TRANSPORTE DE PASAJERO,60195
Trabajando,,,,,No,TRANSPORTAR PERSONAS INTERMUNICIPAL DE UNA CIUDAD A OTRA,60196
Trabajando,,,,,Sí,A LA ENSENANZA SUPERIOR ACADEMICA QUE OTORGA TITULOS PROFESIONAL,60197
Trabajando,,,,,No,PROCESAMIENTO DE LACTEOS,60198
Trabajando,,,,,Sí,ADMINISTRA LOS RECURSOS PUBLICOS EN PRO DE LA COMUNIDAD,60199
Trabajando,,,,,Sí,GESTIONA POLITICAS PUBLICAS EN PRO DE SATISFACER LAS NECESIDADES DE LA COMUNIDAD,60200
Trabajando,,,,,No,REALIZA VENTANAS Y PUERTAS EN ALUMINIO,60201
Trabajando,,,,,No,VENTA Y PREPARACION DE AREPAS DE MAIZ,60202
Estudiando,No,No,Sí,,No,ESCUELA VEREDAL DE   BASICA PRIMARIA,60203
Trabajando,,,,,Sí,LIDERAR A LA  COMUNIDAD Y VELAR POR EL PUEBLO,60204
Trabajando,,,,,Sí,REGISTRAR EL COSTE DE LOS ARTICULOS DE LA COMPRA Y COBRAR AL CLIENTE,60205
Trabajando,,,,,Sí,TRANSPORTE COMERCIAL,60206
Oficios del hogar,No,No,Sí,,No,COMERCIO AL POR MENOR DE VIVERES ALIMENTOS Y BEBIDAS,60207
Trabajando,,,,,No,ORDENAR VACAS DE PRODUCCION DE LECHE,60208
Trabajando,,,,,Sí,SUMISTRAR EL SERVICIO DE AGUA POTABLE A LOS DIFERENTES BARRIOS DEL MUNICIPIO,60209
Trabajando,,,,,No,ASEGURAR Y PROTEGER EL ORDEN Y LA CONVIVENCIA DE LOS CIUDADANOS COLOMBIANOS,60210
Trabajando,,,,,No,INSTALACION Y REPARACION DE CABLEADOS TANTO EN CONSTRUCCION NUEVAS Y ANTIGUAS,60211
Trabajando,,,,,No,TRANSPORTAR EDUCANDOS,60212
Trabajando,,,,,No,SEMBRAR CULTIVAR COSECHAR PLATANO YUCA PARA VENTA Y CONSUMO DEL HOGAR,60213
Trabajando,,,,,No,CONSTRUIR VIVIENDAS Y BRINDAR SOLUCION A LOS SISTEMAS CONSTRUCTIVOS,60214
Oficios del hogar,No,Sí,,,No,VENDEDOR DE VIVERES AL POR MENOR EN LA TIENDA DEL HOGAR,60215
Oficios del hogar,No,No,Sí,,No,SEMBRAR CULTIVAR Y COSECHAR PLATANO YUCA PARA VENTA Y CONSUMO DEL HOGAR,60216
Trabajando,,,,,No,EBANISTA FABRICA MUEBLES CAMAS Y SILLAS EN MADERA,60217
Trabajando,,,,,No,COMERCIALIZADORA DE PRODUCTOS CARNICOS,60218
Trabajando,,,,,No,SUMINISTRA ADMINISTRACION DE PERSONAL PARA LA ATENCION A  LA PRIMERA INFANCIA,60219
Trabajando,,,,,No,ELABORACION Y COMERCIALIZACION AL POR MENOR DE ARTESANIAS WAYUU,60220
Trabajando,,,,,No,REALIZA ACTIVIDAD DEL HOGAR ASEO LIMPIEZA LAVAR ROPA PREPARACION DE ALIMENTOS PLANCHADO CUIDADO DE NINOS,60221
Trabajando,,,,,No,COMERCIALIZAR ARTICULOS DOMESTICOS,60222
Trabajando,,,,,Sí,ASESORIA EN CONSECUCION DE EMPLEO,60223
Trabajando,,,,,No,REFUERZOS,60224
Trabajando,,,,,No,VENTAS AL POR MAYOR,60225
Trabajando,,,,,Sí,CARTOGRAFIA NACIONAL,60226
Trabajando,,,,,No,SIEMBRA RECOLECCION Y COMERCILIZACION DE CAFE,60227
Trabajando,,,,,No,SIEMBRAR CULTIVAR Y COSECHAR PLATANO YUCA PARA VENTA Y CONSUMO DEL HOGAR,60228
Trabajando,,,,,No,SEMBRAR CULTIVAR Y COSECHAR PLATANO YUCA PARA VENTA Y CONSUMO,60229
Trabajando,,,,,Sí,RESTAURANTES DE POLLO,60230
Trabajando,,,,,Sí,EMPRESA TECNOLOGICA,60231
Trabajando,,,,,Sí,CONCESIONARIO DE AUTOS Y AUTOPARTES,60232
Trabajando,,,,,No,SEMBRAR CULTIVAR Y COSECHAR PLATANO YUCA Y CONSUMO DEL HOGAR,60233
Trabajando,,,,,No,SEMBRADO DE ARBOLES Y OTRAS PLANTAS,60234
Trabajando,,,,,Sí,PRODUCCION Y VENTA DE POLLOS,60235
Trabajando,,,,,Sí,PROCESADORA DE POLLOS,60236
Trabajando,,,,,Sí,PRODUCCION DE COMESTIBLES DE PAQUETE,60237
Trabajando,,,,,Sí,VENTA DE VARIEDADES,60238
Trabajando,,,,,Sí,PRESTA SERVICIOS DE ASESORIA Y AUDITORIA CONTABLE Y FINANCIERA A PERSONAS NATURALES Y JURIDICAS,60239
Trabajando,,,,,Sí,PROMOVER E INSTRUMENTAR LAS POLITICAS NORMAS Y PROCEDIMIENTOS NECESARIOS PARA SALVAGUARDAR  LOS BIENES INSTITUCIONALES,60240
Trabajando,,,,,Sí,ES LA ENTIDAD DE LAS PENSIONES,60241
Trabajando,,,,,Sí,IMPARTE EDUCACION SUPERIOR FORMAL NIVEL TECNICO Y TECNOLOGO,60242
Trabajando,,,,,Sí,SERVICIOS Y ASESORIAS PROFESIONALES EN ARQUITECTURA,60243
Trabajando,,,,,No,SERVICIOS Y ASESORIAS PROFESIONALES EN ARQUITECTURA,60244
Oficios del hogar,Sí,,,,No,PRESTA SERVICIO DE ASEO EN HOGARES,60245
Trabajando,,,,,No,SERVICIOS DOMESTICO A VARIOS HOGARES LAVAR PLANCHAR ECT,60246
Trabajando,,,,,Sí,FORMULA Y GESTIONA LA POLITICA DE MOVILIDAD REGULA Y CONTROLA EL TRANSITO Y TRANSPORTE,60247
Trabajando,,,,,Sí,DEDICADO A LA ATENCION Y ASISTENCIA DE LA SALUD DE EMFERNOS,60248
Trabajando,,,,,Sí,DEFENDER PERSONAS O EMPRESAS DE CUALQUIER DELITO PLASMADO EN EL CODIGO PENAL,60249
Trabajando,,,,,Sí,DEDICADO A BRINDAR ASISTENCIA A PACIENTES QUE CONSULTAN DE MANERA AMBULATORIA,60250
Trabajando,,,,,Sí,ENSENANZA Y LA EDUCACION,60251
Trabajando,,,,,Sí,MANEJAR INFORMACION FINANCIERA,60252
Trabajando,,,,,Sí,ENSENANZA Y APRENDIZAJE A NINOS EN COMUNIDADES INDIGENAS,60253
Trabajando,,,,,Sí,CRIAR LEVANTAR ENGORDAR Y COMERCIALIZACION DE CARNE DE POLLO Y GALLINA,60254
Trabajando,,,,,Sí,ENTRENAMIENTO Y CONDICIONAMIENTO FISICO,60255
Trabajando,,,,,Sí,EDUCACION Y FORMACIO DE NINOS,60256
Trabajando,,,,,Ya es pensionado,RECTIFICAR MOTORES DE CARROS,60257
Oficios del hogar,Sí,,,,No,SERVICIOS GENERALES,60258
Trabajando,,,,,No,CANTANTE DE MUSICA VARIADA,60259
Trabajando,,,,,Sí,ELABORACION Y BORDADO EN MOCHILAS,60260
Trabajando,,,,,Sí,COMERCIO AL POR MAYOR Y MENOR  DE PRODUCTOS DE CONSUMO Y DE ASEO,60261
Trabajando,,,,,Sí,COMERCIALIZACION DE REPUESTOS PARA MOTO,60262
Trabajando,,,,,Sí,REALIZAR PROCESOS DE SELECCION DE PERSONAL,60263
Trabajando,,,,,No,REPARACION DE EFECTOS PERSONALES,60264
Buscando trabajo,Sí,,,,No,PINTURA Y FABRICACION  DE PRODUCTOS DE MADERA,60265
Trabajando,,,,,Sí,TRANSPORTE  DE ALIMENTOS,60266
Trabajando,,,,,No,VENTA DE ROPA EN ALMACEN,60267
Trabajando,,,,,Sí,ELABORACION CALZADO DAMA,60268
Trabajando,,,,,No,FABRICACION PRODUCTOS METALICOS PARA USO ESTRUCTURAS Y TUBERIAS,60269
Trabajando,,,,,No,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA PINTURAS EN ESTABLECIMIENTO ESPECIALIZADO,60270
Trabajando,,,,,No,CONFECCION DE UNIFORMES MEDICOS,60271
Trabajando,,,,,No,ELABORACION DE POSTRES,60272
Trabajando,,,,,Sí,SEGURIDAD Y VIGILANCIA EN DIFERENTES CENTROS PENINTENCIARIOS,60273
Trabajando,,,,,No,SOLDADURA ELECTRICA Y AUTOGENA EN SUPERFICIES METALICAS,60274
Trabajando,,,,,Sí,EDUCACION FORMAL EN EL NIVEL DE BASICA PRIMARIA Y MEDIA VOCACIONAL,60275
Buscando trabajo,Sí,,,,No,TRANSPORTE PUBLICO TERRESTRE DE PASAJEROS,60276
Trabajando,,,,,Sí,COMERCIALIZACION DE SERVICIOS FINANCIEROS CREDITOS POR LIBRANZA,60277
Oficios del hogar,Sí,,,,No,VENTA DE ROPA CALZADO Y MAQUILLAJE POR CATALOGO,60278
Trabajando,,,,,No,COMERCIO AL POR MENORDE VIVERES Y ABARROTES,60279
Trabajando,,,,,Sí,VETA DE REPUESTO PARA VEHICULOS,60280
Trabajando,,,,,Sí,VENTA DE FILTRO Y REPUESTOS PARA VEHICULOS,60281
Trabajando,,,,,Sí,VENTA DE EQUIPOS TELEFONICO Y PLAN TELEFONICO,60282
Trabajando,,,,,Sí,VENTA DE COSMETICOS,60283
Trabajando,,,,,No,TRANSPORTE TERRESTRE PUBLICO DE PASAJEROS,60284
Trabajando,,,,,Sí,CONSERVACION DE MEDIO AMBIENTE,60285
Trabajando,,,,,Sí,SALUD DEPARTAMENTAL,60286
Trabajando,,,,,No,VENTA DE BOLSOS,60287
Trabajando,,,,,Sí,ADMINISTRACION SERVICIOS EDUCATIVOS,60288
Estudiando,No,No,Sí,,No,ARTESANIAS,60289
Trabajando,,,,,No,GUADANADOR,60290
Trabajando,,,,,Sí,TRANSPORTE PARTICULAR EN MOTO,60291
Trabajando,,,,,Sí,SERVICIOS CONTABLES Y TRIBUTARIAS,60292
Trabajando,,,,,No,GUIAR TURISTA,60293
Oficios del hogar,Sí,,,,No,CUIDAR NINOS,60294
Trabajando,,,,,Sí,TERAPEUTA FISICA HUMANA,60295
Trabajando,,,,,Sí,ADMINISTRACION PROGRAMAS EDUCATIVOS,60296
Trabajando,,,,,No,SERVICIO DOMESTICO A HOGARES ACORDE AL LLAMADO DE SUS CLIENTES PAGO POR HORA ACORDADO,60297
Trabajando,,,,,Sí,EDUCACION BASICA  PRIMARIA,60298
Trabajando,,,,,Sí,VENTAS Y COMERCIALIZACION DE ALIMENTOS ABARROTES Y PAPELERIA,60299
Trabajando,,,,,Sí,VENTA CHANCE,60300
Trabajando,,,,,Sí,SERVICIOS DE DE CONSULTA DE EXTERNA Y HOSPITALIZACION,60301
Oficios del hogar,Sí,,,,No,VENDER CERDO,60302
Trabajando,,,,,Sí,DISTRIBUCION DE ALIMENTOS Y BEBIDAS,60303
Trabajando,,,,,Sí,ALMACEN DE ARTICULOS PARA HOGAR,60304
Trabajando,,,,,No,HOTEL RESIDENCIAS ALOJAMIENTO TURISTAS,60305
Trabajando,,,,,Sí,MATADERO SACRIFICIO DE GANADO VACUNO VENTA DE CARNE,60306
Trabajando,,,,,Sí,RECOGE ENCOMIENDAS,60307
Trabajando,,,,,No,PRODUCCION DE CULTIVO DE AGUACATE Y LIMON,60308
Trabajando,,,,,No,LIMPIEZA DE MALEZA CON GUADANA,60309
Trabajando,,,,,Sí,ATENCION,60310
Trabajando,,,,,No,SIEMBRA Y VENTA DE YUCA MAIZ Y PLATANO,60311
Trabajando,,,,,No,LAVAR PLANCHAR Y ASEAR A DIFERENTES VIVIENDAS,60312
Trabajando,,,,,No,HIGIENE CASA Y PREPARACION ALIMENTOS,60313
Trabajando,,,,,No,AUTORIDAD AMBIENTAL Y ADMINISTRADORA DE LOS RECURSOS NATURALES,60314
Trabajando,,,,,No,A REPARTIR DOMICILIOS,60315
Trabajando,,,,,No,CASAS CONDOMINIOS APARTAMENTOS DE FAMILIA,60316
Trabajando,,,,,No,DOCENTE DE SECUNDARIA EN EL AREA DE SOCIALES,60317
Trabajando,,,,,No,ORGANIZAR EVENTOS SOCIALES Y ANIMARLOS,60318
Trabajando,,,,,Sí,OPERACIONES PORTUARIAS,60319
Trabajando,,,,,Sí,ATENDER TODO LO RELATIVO AL MANEJO DE LA INFORMACION LAS BASES DE DATOS EL ARCHIVO NACIONAL DE IDENTIFICACION,60320
Trabajando,,,,,No,MANEJO DE MAQUINARIA,60321
Trabajando,,,,,No,TRABAJA EN UN MONTALLANTAS,60322
Trabajando,,,,,Sí,PENSIONADA,60323
Trabajando,,,,,Sí,ALOJAMIENTO DE PERSONAS PERMANENTES O DE PASO,60324
Trabajando,,,,,No,VENTAS DE CALZADO Y PERFUMES,60325
Trabajando,,,,,No,PRODUCCION AGRICOLA DE MAIZ MORA FRIJOL Y ARVEJA,60326
Estudiando,No,Sí,,,No,VENTA DE ARTICULOS DE PAPELERIA,60327
Estudiando,Sí,,,,No,PRODUCCION Y COMERCIALIZACION AGRICOLA,60328
Estudiando,Sí,,,,No,LABORES AGRICOLAS DE PRODUCCION DE CULTIVOS,60329
Trabajando,,,,,Sí,VENTA DE ARTICULOS DE FERRETERIA AL POR MENOR,60330
Trabajando,,,,,No,CONSTRUCION Y MANTENIMIENTO DE OBRAS PUBLICAS,60331
Trabajando,,,,,No,DISENAR LOGOTIPOS PUBLICITARIO PARA EMPRESAD NEGOCIOS PERSONAS,60332
Trabajando,,,,,No,COMERSIALISACION DE PRODUCTOS COMESTIBLES,60333
Trabajando,,,,,Sí,DISENO Y PLANIFICACION DEL SISTEMA DE GESTION DE CALIDAD SEGURIDAD Y SALUD EN EL TRABAJO EN LA ALCALDIA DE BARRANCABERMEJA,60334
Buscando trabajo,Sí,,,,No,TRANSPORTE INFORMAL,60335
